S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_co2,S_nh4,S_I,X_PS_ch,X_PS_pr,X_PS_li,X_PF_ch,X_PF_pr,X_PF_li,X_S_ch,X_S_pr,X_S_li,X_I,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,S_cation,S_anion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,p_gas_h2,p_gas_ch4,p_gas_co2,pTOTAL
0.01,0.001,0.05,0.01,0.01,0.02,0.1,1e-07,0.0001,0.18,0.13426578043443493,0.0,11.488523521717811,0.6059913368531894,0.5060193069788781,3.1298448757360484,0.6263594522694541,0.46491310160442817,0.33829714350911316,0.0543146932252542,0.04075943063378601,46.23607713692638,0.5,0.5,0.3,0.4,0.3,1.2,0.3,0.03549395934258804,0.020093894106866947,0.009928077436902983,0.009934364305929519,0.019849426700279824,0.09942785242829097,0.14707419015599538,0.0007508098548845484,1.02e-05,0.65,0.33,0.9800101999999999
