S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_co2,S_nh4,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,X_p,S_cation,S_anion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,pi_Sh2,pi_Sch4,pi_Sco2,pTOTAL
0.012,0.0053,0.1,0.01,0.014,0.0168,0.1785,2.4e-08,0.048,0.09,0.23,5.53,5.5,0.05531,0.055,0.083,0.855,0.637,0.67,0.283,0.1356,0.9,0.43,45,0,0.03913,0.1785,0.01,0.014,0.016,0.177,0.083,0.00378,0,0,0.000385953,0.000385953
