S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_co2,S_nh4,S_I,X_PS_ch,X_PS_pr,X_PS_li,X_PF_ch,X_PF_pr,X_PF_li,X_S_ch,X_S_pr,X_S_li,X_I,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,S_cation,S_anion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,p_gas_h2,p_gas_ch4,p_gas_co2,pTOTAL
0.01,0.001,0.05,0.01,0.01,0.02,0.1,1e-07,0.0001,0.18,0.13426578043443493,0.0,13.828968259776776,0.7294440357980314,0.6091056802744673,3.954291211969232,0.7913515768287049,0.5873779260614027,0.5319286766980303,0.08613970762607365,0.06461140929032991,46.23607713692638,0.5,0.5,0.3,0.4,0.3,1.2,0.3,0.03549382970630347,0.020093894106866947,0.009928077436902983,0.009934364305929519,0.019849426700279824,0.09942785242829097,0.14707419015599538,0.0007508098548845484,1.02e-05,0.65,0.33,0.9800101999999999
